AMEX,EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest
AMEX,EXN,Excellon Resources Inc. Common Shares
AMEX,FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock
AMEX,FCO,abrdn Global Income Fund Inc. Common Stock
AMEX,FEN,First Trust Energy Income and Growth Fund
AMEX,FRD,Friedman Industries Inc. Common Stock
AMEX,FSI,Flexible Solutions International Inc. Common Stock (CDA)
AMEX,FSP,Franklin Street Properties Corp. Common Stock
AMEX,FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest
AMEX,FURY,Fury Gold Mines Limited Common Shares
AMEX,GAU,Galiano Gold Inc.
AMEX,GBR,New Concept Energy Inc Common Stock
AMEX,GENC,Gencor Industries Inc. Common Stock
AMEX,GGN,GAMCO Global Gold Natural Resources & Income Trust
AMEX,GGN^B,GAMCO Global Gold Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference
AMEX,GLDG,GoldMining Inc. Common Shares
AMEX,GLO,Clough Global Opportunities Fund Common Stock
AMEX,GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest
AMEX,GLTA,Galata Acquisition Corp. Class A Ordinary Shares
AMEX,GLU,Gabelli Global Utility Common Shares of Beneficial Ownership
AMEX,GLU^A,The Gabelli Global Utility and Income Trust Series A Cumulative Puttable and Callable Preferred Shares
AMEX,GLU^B,The Gabelli Global Utility and Income Trust Series B Cumulative Puttable and Callable Preferred Shares
AMEX,GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest
AMEX,GNS,Genius Group Limited Ordinary Shares
AMEX,GORO,Gold Resource Corporation Common Stock
AMEX,GPL,Great Panther Mining Limited Ordinary Shares (Canada)
AMEX,GRF,Eagle Capital Growth Fund Inc. Common Stock
AMEX,GROY,Gold Royalty Corp. Common Shares
AMEX,GSAT,Globalstar Inc. Common Stock
AMEX,GTE,Gran Tierra Energy Inc. Common Stock
AMEX,HNRA,HNR Acquisition Corp Common Stock
AMEX,HNW,Pioneer Diversified High Income Fund Inc.
AMEX,HUSA,Houston American Energy Corporation Common Stock
AMEX,HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock
AMEX,IAF,abrdn Australia Equity Fund Inc. Common Stock
AMEX,IAUX,i-80 Gold Corp. Common Shares
AMEX,IBIO,iBio Inc. Common Stock
AMEX,ID,PARTS iD Inc. Class A Common Stock
AMEX,IDR,Idaho Strategic Resources Inc. Common Stock
AMEX,IDW,IDW Media Holdings Class B Common Stock
AMEX,IE,Ivanhoe Electric Inc. Common Stock
AMEX,IGC,India Globalization Capital Inc. Common Stock
AMEX,IHT,InnSuites Hospitality Trust Shares of Beneficial Interest
AMEX,IMH,Impac Mortgage Holdings Inc. Common Stock
AMEX,IMO,Imperial Oil Limited Common Stock
AMEX,INDO,Indonesia Energy Corporation Limited Ordinary Shares
AMEX,INFU,InfuSystems Holdings Inc. Common Stock
AMEX,INTT,inTest Corporation Common Stock
AMEX,INUV,Inuvo Inc.
AMEX,IOR,Income Opportunity Realty Investors Inc. Common Stock
AMEX,ISDR,Issuer Direct Corporation Common Stock
AMEX,ISR,IsoRay Inc. Common Stock (DE)
AMEX,ITP,IT Tech Packaging Inc. Common Stock
AMEX,ITRG,Integra Resources Corp. Common Shares
AMEX,JOB,GEE Group Inc. Common Stock
AMEX,KIQ,Kelso Technologies Inc Ordinary Shares
AMEX,KULR,KULR Technology Group Inc. Common Stock
AMEX,LCTX,Lineage Cell Therapeutics Inc. Common Stock
AMEX,LEU,Centrus Energy Corp. Class A Common Stock
AMEX,LGL,LGL Group Inc. (The) Common Stock
AMEX,LNG,Cheniere Energy Inc. Common Stock
AMEX,LODE,Comstock Inc. Common Stock
AMEX,LSF,Laird Superfood Inc. Common Stock
AMEX,LXFR,Luxfer Holdings PLC Ordinary Shares
AMEX,MAG,MAG Silver Corporation Ordinary Shares
AMEX,MAIA,MAIA Biotechnology Inc. Common Stock
AMEX,MGLD,The Marygold Companies Inc. Common Stock
AMEX,MHH,Mastech Digital Inc Common Stock
AMEX,MIMO,Airspan Networks Holdings Inc. Common Stock
AMEX,MITQ,Moving iMage Technologies Inc. Common Stock
AMEX,MLSS,Milestone Scientific Inc. Common Stock
AMEX,MMX,Maverix Metals Inc. Common Shares
AMEX,MSN,Emerson Radio Corporation Common Stock
AMEX,MTA,Metalla Royalty & Streaming Ltd. Common Shares
AMEX,MTMT,Mega Matrix Corp. Common Stock
AMEX,MTNB,Matinas Biopharma Holdings Inc. Common Stock
AMEX,MXC,Mexco Energy Corporation Common Stock
AMEX,MYO,Myomo Inc. Common Stock
AMEX,NAK,Northern Dynasty Minerals Ltd. Common Stock
AMEX,NAVB,Navidea Biopharmaceuticals Inc. Common Stock
AMEX,NBH,Neuberger Berman Municipal Fund Inc. Common Stock
AMEX,NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock
AMEX,NBW,Neuberger Berman California Municipal Fund Inc Common Stock
AMEX,NBY,NovaBay Pharmaceuticals Inc. Common Stock
AMEX,NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership
AMEX,NEWP,New Pacific Metals Corp. Common Shares
AMEX,NFGC,New Found Gold Corp Common Shares
AMEX,NG,Novagold Resources Inc.
AMEX,NGD,New Gold Inc.
AMEX,NHC,National HealthCare Corporation Common Stock
AMEX,NHS,Neuberger Berman High Yield Strategies Fund
AMEX,NHWK,NightHawk Biosciences Inc. Common Stock
AMEX,NILE,BitNile Holdings Inc. Common Stock
AMEX,NILE^D,BitNile Holdings Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock
AMEX,NML,Neuberger Berman MLP and Energy Income Fund Inc. Common Stock
AMEX,NNVC,NanoViricides Inc. Common Stock
AMEX,NRO,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.
AMEX,NTIP,Network-1 Technologies Inc. Common Stock
AMEX,OBE,Obsidian Energy Ltd. Common Shares
AMEX,OGEN,Oragenics Inc. Common Stock
AMEX,OPTT,Ocean Power Technologies Inc. Common Stock
AMEX,ORLA,Orla Mining Ltd. Common Shares
AMEX,OZ,Belpointe PREP LLC Class A Units
AMEX,PCG^A,Pacific Gas & Electric Co. 6% Preferred Stock
AMEX,PCG^B,Pacific Gas & Electric Co. 5 1/2% Preferred Stock
AMEX,PCG^C,Pacific Gas & Electric Co. 5% 1st Preferred Stock
AMEX,PCG^D,Pacific Gas & Electric Co. 5% 1st  Red. Preferred Stock
AMEX,PCG^E,Pacific Gas & Electric Co. 5% 1st A Preferred Stock
AMEX,PCG^G,Pacific Gas & Electric Co. 4.80% 1st Preferred Stock
AMEX,PCG^H,Pacific Gas & Electric Co. 4.50% 1st Preferred Stock
AMEX,PED,Pedevco Corp. Common Stock
AMEX,PHGE,BiomX Inc. COmmon Stock
AMEX,PLAG,Planet Green Holdings Corp. Common Stock
AMEX,PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada)
AMEX,PLM,Polymet Mining Corporation Ordinary Shares (Canada)
AMEX,PLX,Protalix BioTherapeutics Inc. (DE) Common Stock
AMEX,PLYM^A,Plymouth Industrial REIT Inc. 7.50% Series A Cumulative Redeemable Preferred Stock
AMEX,POL,Polished Inc. Common Stock
AMEX,PRK,Park National Corporation Common Stock
AMEX,PTN,Palatin Technologies Inc. Common Stock
AMEX,PW,Power REIT (MD) Common Stock
AMEX,PW^A,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock
AMEX,PZG,Paramount Gold Nevada Corp. Common Stock
AMEX,RCG,RENN Fund Inc Common Stock
AMEX,RCOR,Renovacor Inc. Common Stock
AMEX,REI,Ring Energy Inc. Common Stock
AMEX,REPX,Riley Exploration Permian Inc. Common Stock
AMEX,RHE,Regional Health Properties Inc. Common Stock
AMEX,RHE^A,Regional Health Properties Inc. 10.875% Series A Cumulative Redeemable Preferred Stock
AMEX,RLGT,Radiant Logistics Inc. Common Stock
AMEX,RMED,Ra Medical Systems Inc. Common Stock
AMEX,RVP,Retractable Technologies Inc. Common Stock
AMEX,SACC,Sachem Capital Corp. 6.875% Notes due 2024
AMEX,SACH,Sachem Capital Corp. Common Shares
AMEX,SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock
AMEX,SBEV,Splash Beverage Group Inc. (NV) Common Stock
AMEX,SCCB,Sachem Capital Corp. 7.125% Notes due 2024
AMEX,SCCC,Sachem Capital Corp. 7.75% Notes due 2025
AMEX,SCCD,Sachem Capital Corp. 6.00% Notes due 2026
AMEX,SCCE,Sachem Capital Corp. 6.00% Notes due 2027
AMEX,SCCF,Sachem Capital Corp. 7.125% Notes due 2027
AMEX,SDPI,Superior Drilling Products Inc. Common Stock
AMEX,SEB,Seaboard Corporation Common Stock
AMEX,SENS,Senseonics Holdings Inc. Common Stock
AMEX,SIF,SIFCO Industries Inc. Common Stock
AMEX,SILV,SilverCrest Metals Inc. Common Shares
AMEX,SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares
AMEX,SKYH,Sky Harbour Group Corporation Class A Common Stock
AMEX,SLI,Standard Lithium Ltd. Common Shares
AMEX,SMTS,Sierra Metals Inc. Common Stock
AMEX,SNMP,Evolve Transition Infrastructure LP Common Stock
AMEX,SSY,SunLink Health Systems Inc. Common Stock
AMEX,STXS,Stereotaxis Inc. Common Stock
AMEX,SVM,Silvercorp Metals Inc. Common Shares
AMEX,SVT,Servotronics Inc. Common Stock
AMEX,SYN,Synthetic Biologics Inc. Common Stock
AMEX,TELL,Tellurian Inc. Common Stock
AMEX,TELZ,Tellurian Inc. 8.25% Senior Notes due 2028
AMEX,TGB,Taseko Mines Ltd. Common Stock
AMEX,THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada)
AMEX,TKAT,Takung Art Co. Ltd. Common Stock
AMEX,TMBR,Timber Pharmaceuticals Inc. Common Stock
AMEX,TMP,Tompkins Financial Corporation Common Stock
AMEX,TMQ,Trilogy Metals Inc. Common Stock
AMEX,TPHS,Trinity Place Holdings Inc. Common Stock
AMEX,TRT,Trio-Tech International Common Stock
AMEX,TRX,TRX Gold Corporation Common Stock
AMEX,UAMY,United States Antimony Corporation Common Stock
AMEX,UAVS,AgEagle Aerial Systems Inc. Common Stock
AMEX,UEC,Uranium Energy Corp. Common Stock
AMEX,UFAB,Unique Fabricating Inc. Common Stock
AMEX,URG,Ur Energy Inc Common Shares (Canada)
AMEX,USAS,Americas Gold and Silver Corporation Common Shares no par value
AMEX,UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest
AMEX,UUU,Universal Security Instruments Inc. Common Stock
AMEX,UUUU,Energy Fuels Inc Ordinary Shares (Canada)
AMEX,VFL,Delaware Investments National Municipal Income Fund Common Stock
AMEX,VGZ,Vista Gold Corp Common Stock
AMEX,VHAQ,Viveon Health Acquisition Corp. Common Stock
AMEX,VINE,Fresh Vine Wine Inc. Common Stock
AMEX,VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE)
AMEX,VNRX,VolitionRX Limited Common Stock
AMEX,VZLA,Vizsla Silver Corp. Common Shares
AMEX,WBEV,Winc Inc. Common Stock
AMEX,WLMS,Williams Industrial Services Group Inc. Common Stock
AMEX,WRN,Western Copper and Gold Corporation Common Stock
AMEX,WTT,Wireless Telecom Group  Inc. Common Stock
AMEX,WWR,Westwater Resources Inc. Common Stock
AMEX,WYY,WidePoint Corporation Common Stock
AMEX,XPL,Solitario Zinc Corp. Common Stock
AMEX,XTNT,Xtant Medical Holdings Inc. Common Stock
AMEX,YCBD,cbdMD Inc. Common Stock
AMEX,YCBD^A,cbdMD Inc. 8.0% Series A Cumulative Convertible Preferred Stock
AMEX,ZDGE,Zedge Inc. Class B Common Stock
AMEX,ZOM,Zomedica Corp. Common Shares
